layer,geoid,topic,stratification,period,value
Zip code,54140,FVDEHAAP,NOT3,2024-2025,68
Zip code,54140,FVDEHAAP,SWD1,2024-2025,9
Zip code,54140,FVDEHAAP,SWO1,2024-2025,85
Zip code,54140,FVDEHAAP,UNK5,2024-2025,4
Zip code,54140,FVDEHAAP,W,2024-2025,94
Zip code,54165,FVDEHAAP,,2024-2025,100
Zip code,54165,FVDEHAAP,ECO1,2024-2025,26
Zip code,54165,FVDEHAAP,FEM3,2024-2025,57
Zip code,54165,FVDEHAAP,MAL15,2024-2025,43
Zip code,54165,FVDEHAAP,NOT3,2024-2025,74
Zip code,54165,FVDEHAAP,Q,2024-2025,14
Zip code,54165,FVDEHAAP,SWO1,2024-2025,100
Zip code,54165,FVDEHAAP,UNK5,2024-2025,5
Zip code,54165,FVDEHAAP,W,2024-2025,81
Zip code,54170,FVDEHAAP,,2024-2025,100
Zip code,54170,FVDEHAAP,ECO1,2024-2025,19
Zip code,54170,FVDEHAAP,FEM3,2024-2025,57
Zip code,54170,FVDEHAAP,MAL15,2024-2025,43
Zip code,54170,FVDEHAAP,NOT3,2024-2025,81
Zip code,54170,FVDEHAAP,SWD1,2024-2025,5
Zip code,54170,FVDEHAAP,SWO1,2024-2025,95
Zip code,54170,FVDEHAAP,UNK5,2024-2025,5
Zip code,54170,FVDEHAAP,W,2024-2025,95
Zip code,54901,FVDEHAAP,,2024-2025,100
Zip code,54901,FVDEHAAP,A,2024-2025,11
Zip code,54901,FVDEHAAP,B,2024-2025,5
Zip code,54901,FVDEHAAP,ECO1,2024-2025,47
Zip code,54901,FVDEHAAP,EL1,2024-2025,1
Zip code,54901,FVDEHAAP,ENG3,2024-2025,84
Zip code,54901,FVDEHAAP,FEM3,2024-2025,61
Zip code,54901,FVDEHAAP,H,2024-2025,7
Zip code,54901,FVDEHAAP,MAL15,2024-2025,39
Zip code,54901,FVDEHAAP,NOT3,2024-2025,53
Zip code,54901,FVDEHAAP,Q,2024-2025,3
Zip code,54901,FVDEHAAP,SWD1,2024-2025,12
Zip code,54901,FVDEHAAP,SWO1,2024-2025,74
Zip code,54901,FVDEHAAP,UNK5,2024-2025,8
Zip code,54901,FVDEHAAP,W,2024-2025,67
Zip code,54902,FVDEHAAP,,2024-2025,100
Zip code,54902,FVDEHAAP,A,2024-2025,3
Zip code,54902,FVDEHAAP,B,2024-2025,3
Zip code,54902,FVDEHAAP,ECO1,2024-2025,31
Zip code,54902,FVDEHAAP,EL1,2024-2025,6
Zip code,54902,FVDEHAAP,ENG3,2024-2025,41
Zip code,54902,FVDEHAAP,FEM3,2024-2025,57
Zip code,54902,FVDEHAAP,MAL15,2024-2025,31
Zip code,54902,FVDEHAAP,NOT3,2024-2025,69
Zip code,54902,FVDEHAAP,Q,2024-2025,4
Zip code,54902,FVDEHAAP,SWD1,2024-2025,3
Zip code,54902,FVDEHAAP,SWO1,2024-2025,67
Zip code,54902,FVDEHAAP,UNK5,2024-2025,19
Zip code,54902,FVDEHAAP,UNK7,2024-2025,11
Zip code,54902,FVDEHAAP,W,2024-2025,71
Zip code,54904,FVDEHAAP,,2024-2025,100
Zip code,54904,FVDEHAAP,ECO1,2024-2025,13
Zip code,54904,FVDEHAAP,EL1,2024-2025,3
Zip code,54904,FVDEHAAP,ENG3,2024-2025,53
Zip code,54904,FVDEHAAP,FEM3,2024-2025,45
Zip code,54904,FVDEHAAP,H,2024-2025,5
Zip code,54904,FVDEHAAP,MAL15,2024-2025,55
Zip code,54904,FVDEHAAP,NOT3,2024-2025,87
Zip code,54904,FVDEHAAP,SWD1,2024-2025,4
Zip code,54904,FVDEHAAP,SWO1,2024-2025,96
Zip code,54904,FVDEHAAP,UNK5,2024-2025,9
Zip code,54904,FVDEHAAP,W,2024-2025,86
Zip code,54911,FVDEHAAP,,2024-2025,100
Zip code,54911,FVDEHAAP,A,2024-2025,8
Zip code,54911,FVDEHAAP,ECO1,2024-2025,26
Zip code,54911,FVDEHAAP,EL1,2024-2025,3
Zip code,54911,FVDEHAAP,ENG3,2024-2025,40
Zip code,54911,FVDEHAAP,FEM3,2024-2025,49
Zip code,54911,FVDEHAAP,H,2024-2025,2
Zip code,54911,FVDEHAAP,MAL15,2024-2025,51
Zip code,54911,FVDEHAAP,NOT3,2024-2025,72
Zip code,54911,FVDEHAAP,Q,2024-2025,2
Zip code,54911,FVDEHAAP,SWD1,2024-2025,5
Zip code,54911,FVDEHAAP,SWO1,2024-2025,49
Zip code,54911,FVDEHAAP,UNK5,2024-2025,16
Zip code,54911,FVDEHAAP,W,2024-2025,65
Zip code,54913,FVDEHAAP,,2024-2025,100
Zip code,54913,FVDEHAAP,ECO1,2024-2025,14
Zip code,54913,FVDEHAAP,FEM3,2024-2025,68
Zip code,54913,FVDEHAAP,H,2024-2025,8
Zip code,54913,FVDEHAAP,MAL15,2024-2025,32
Zip code,54913,FVDEHAAP,NOT3,2024-2025,86
Zip code,54913,FVDEHAAP,SWD1,2024-2025,6
Zip code,54913,FVDEHAAP,SWO1,2024-2025,94
Zip code,54913,FVDEHAAP,UNK5,2024-2025,6
Zip code,54913,FVDEHAAP,W,2024-2025,86
Zip code,54914,FVDEHAAP,,2024-2025,100
Zip code,54914,FVDEHAAP,A,2024-2025,5
Zip code,54914,FVDEHAAP,ECO1,2024-2025,40
Zip code,54914,FVDEHAAP,EL1,2024-2025,5
Zip code,54914,FVDEHAAP,ENG3,2024-2025,69
Zip code,54914,FVDEHAAP,FEM3,2024-2025,52
Zip code,54914,FVDEHAAP,H,2024-2025,9
Zip code,54914,FVDEHAAP,MAL15,2024-2025,48
Zip code,54914,FVDEHAAP,NOT3,2024-2025,46
Zip code,54914,FVDEHAAP,Q,2024-2025,4
Zip code,54914,FVDEHAAP,SWD1,2024-2025,6
Zip code,54914,FVDEHAAP,SWO1,2024-2025,70
Zip code,54914,FVDEHAAP,UNK5,2024-2025,15
Zip code,54914,FVDEHAAP,W,2024-2025,56
Zip code,54915,FVDEHAAP,,2024-2025,100
Zip code,54915,FVDEHAAP,A,2024-2025,6
Zip code,54915,FVDEHAAP,ECO1,2024-2025,21
Zip code,54915,FVDEHAAP,EL1,2024-2025,2
Zip code,54915,FVDEHAAP,ENG3,2024-2025,47
Zip code,54915,FVDEHAAP,FEM3,2024-2025,51
Zip code,54915,FVDEHAAP,H,2024-2025,2
Zip code,54915,FVDEHAAP,MAL15,2024-2025,49
Zip code,54915,FVDEHAAP,NOT3,2024-2025,48
Zip code,54915,FVDEHAAP,Q,2024-2025,2
Zip code,54915,FVDEHAAP,SWD1,2024-2025,13
Zip code,54915,FVDEHAAP,SWO1,2024-2025,84
Zip code,54915,FVDEHAAP,UNK5,2024-2025,10
Zip code,54915,FVDEHAAP,W,2024-2025,77
Zip code,54942,FVDEHAAP,,2024-2025,100
Zip code,54942,FVDEHAAP,ECO1,2024-2025,10
Zip code,54942,FVDEHAAP,EL1,2024-2025,2
Zip code,54942,FVDEHAAP,ENG3,2024-2025,57
Zip code,54942,FVDEHAAP,FEM3,2024-2025,49
Zip code,54942,FVDEHAAP,H,2024-2025,4
Zip code,54942,FVDEHAAP,MAL15,2024-2025,51
Zip code,54942,FVDEHAAP,NOT3,2024-2025,49
Zip code,54942,FVDEHAAP,SWD1,2024-2025,9
Zip code,54942,FVDEHAAP,SWO1,2024-2025,91
Zip code,54942,FVDEHAAP,UNK5,2024-2025,5
Zip code,54942,FVDEHAAP,W,2024-2025,91
Zip code,54944,FVDEHAAP,,2024-2025,100
Zip code,54944,FVDEHAAP,ECO1,2024-2025,9
Zip code,54944,FVDEHAAP,FEM3,2024-2025,62
Zip code,54944,FVDEHAAP,MAL15,2024-2025,38
Zip code,54944,FVDEHAAP,NOT3,2024-2025,91
Zip code,54944,FVDEHAAP,SWD1,2024-2025,2
Zip code,54944,FVDEHAAP,SWO1,2024-2025,98
Zip code,54944,FVDEHAAP,UNK5,2024-2025,2
Zip code,54944,FVDEHAAP,W,2024-2025,98
Zip code,54952,FVDEHAAP,,2024-2025,100
Zip code,54952,FVDEHAAP,A,2024-2025,1
Zip code,54952,FVDEHAAP,B,2024-2025,1
Zip code,54952,FVDEHAAP,ECO1,2024-2025,47
Zip code,54952,FVDEHAAP,EL1,2024-2025,4
Zip code,54952,FVDEHAAP,ENG3,2024-2025,51
Zip code,54952,FVDEHAAP,FEM3,2024-2025,50
Zip code,54952,FVDEHAAP,H,2024-2025,7
Zip code,54952,FVDEHAAP,MAL15,2024-2025,43
Zip code,54952,FVDEHAAP,NOT3,2024-2025,46
Zip code,54952,FVDEHAAP,Q,2024-2025,1
Zip code,54952,FVDEHAAP,SWD1,2024-2025,12
Zip code,54952,FVDEHAAP,SWO1,2024-2025,81
Zip code,54952,FVDEHAAP,UNK5,2024-2025,11
Zip code,54952,FVDEHAAP,W,2024-2025,61
Zip code,54956,FVDEHAAP,,2024-2025,100
Zip code,54956,FVDEHAAP,ECO1,2024-2025,24
Zip code,54956,FVDEHAAP,EL1,2024-2025,1
Zip code,54956,FVDEHAAP,ENG3,2024-2025,16
Zip code,54956,FVDEHAAP,FEM3,2024-2025,53
Zip code,54956,FVDEHAAP,H,2024-2025,4
Zip code,54956,FVDEHAAP,MAL15,2024-2025,47
Zip code,54956,FVDEHAAP,NOT3,2024-2025,68
Zip code,54956,FVDEHAAP,Q,2024-2025,1
Zip code,54956,FVDEHAAP,SWD1,2024-2025,12
Zip code,54956,FVDEHAAP,SWO1,2024-2025,80
Zip code,54956,FVDEHAAP,UNK5,2024-2025,7
Zip code,54956,FVDEHAAP,W,2024-2025,63
Zip code,54961,FVDEHAAP,,2024-2025,100
Zip code,54961,FVDEHAAP,ECO1,2024-2025,25
Zip code,54961,FVDEHAAP,ENG3,2024-2025,100
Zip code,54961,FVDEHAAP,FEM3,2024-2025,62
Zip code,54961,FVDEHAAP,MAL15,2024-2025,38
Zip code,54961,FVDEHAAP,NOT3,2024-2025,75
Zip code,54963,FVDEHAAP,,2024-2025,100
Zip code,54963,FVDEHAAP,ECO1,2024-2025,18
Zip code,54963,FVDEHAAP,FEM3,2024-2025,48
Zip code,54963,FVDEHAAP,MAL15,2024-2025,52
Zip code,54963,FVDEHAAP,NOT3,2024-2025,82
Zip code,54963,FVDEHAAP,SWD1,2024-2025,9
Zip code,54963,FVDEHAAP,SWO1,2024-2025,91
Zip code,54963,FVDEHAAP,UNK5,2024-2025,9
Zip code,54963,FVDEHAAP,W,2024-2025,91
Zip code,54986,FVDEHAAP,,2024-2025,100
Zip code,54986,FVDEHAAP,ECO1,2024-2025,20
Zip code,54986,FVDEHAAP,ENG3,2024-2025,100
Zip code,54986,FVDEHAAP,FEM3,2024-2025,52
Zip code,54986,FVDEHAAP,MAL15,2024-2025,48
Zip code,54986,FVDEHAAP,NOT3,2024-2025,80
Zip code,54986,FVDEHAAP,SWD1,2024-2025,4
Zip code,54986,FVDEHAAP,SWO1,2024-2025,96
Zip code,54986,FVDEHAAP,UNK5,2024-2025,5
Zip code,54986,FVDEHAAP,W,2024-2025,95
